,BPCL,TCS,SUNPHARMA,BAJFINANCE,BAJAJ-AUTO,ICICIBANK,LT,DIVISLAB,ULTRACEMCO,TATASTEEL
0,0.9898284316337232,0.980192799056931,0.9763830049662473,0.9921258871474956,1.008512523897315,1.0038679885482662,1.0066273557243606,1.0087391444760219,0.9946403131254786,0.9833572609432839
1,1.0036569015064793,0.9950147805094,0.9935845706281408,1.0049185331248298,1.004356468051493,1.0073223327910992,0.9909808880035857,1.0132392399107835,1.0579342638636973,1.0133514042681862
2,1.027555934319025,1.0026814588678954,1.0061642101281874,1.001195847087278,0.962195428653884,0.9967190998231922,1.007224788445935,0.9938994316256243,1.0174688916290957,0.9899824299590286
3,0.9971897146089481,1.0202961908558672,1.013616254397841,1.0242234375494472,0.9955399970734454,1.0156409384563074,1.0319292846953645,0.9995429924580507,1.00470728352253,1.0089845493512588
4,0.9887311084740221,0.9878236997896783,1.0011802891708468,0.9872865476186375,1.0105294193273233,1.0078821110349554,1.0030922988815492,1.0017022719333837,1.0042210286331046,0.9832067676430842
5,0.9731109747846969,0.9933033192324334,0.9864935950216176,1.009451475675546,0.9782140687797217,0.9955646537018082,0.9933860404242454,0.9966070077242749,1.0091118400923635,1.0401014731007345
6,1.0055891423066938,1.020000653967585,1.0155492056155808,1.0407674997243053,0.9993944607945762,1.0177083333333334,1.006308750333747,0.9940901922116508,0.9947106443641724,1.0206603282897746
7,1.0410441493692137,1.0435767798583535,1.019529851967488,1.0577147389539494,0.9999355877616747,1.0465116279069768,1.0346267583088364,1.0155146289018826,1.0289200088063197,1.0320076925402066
8,1.0116131866236877,1.0028188468301338,1.005393627383639,0.9967446402827512,1.0541861886331227,1.0036469730123998,0.9918428282220647,0.9853927640501786,0.986653981872089,0.9957837857957927
9,1.0009553751368432,1.001325515371387,1.0033442782935957,0.980090941316874,0.9955787844502607,0.9974536194979993,0.9899381860367708,0.9845158767416774,0.9953155294326397,1.0381428374016282
